name,DOID,ai
primary autosomal recessive microcephaly 1,0070285,
primary autosomal recessive microcephaly 3,0070286,
primary autosomal recessive microcephaly 11,0070287,
primary autosomal recessive microcephaly 17,0070288,
primary autosomal recessive microcephaly 16,0070289,
primary autosomal recessive microcephaly 6,0070290,
primary autosomal recessive microcephaly 4,0070291,
primary autosomal recessive microcephaly 9,0070292,
primary autosomal recessive microcephaly 2 with or without cortical malformations,0070293,
primary autosomal recessive microcephaly 10,0070294,
primary autosomal dominant microcephaly 18,0070295,
primary autosomal recessive microcephaly,0070296,
primary microcephaly,0070297,
multiple epiphyseal dysplasia 2,0070298,
multiple epiphyseal dysplasia 5,0070299,
multiple epiphyseal dysplasia 4,0070300,
multiple epiphyseal dysplasia 6,0070301,
multiple epiphyseal dysplasia 7,0070302,
multiple epiphyseal dysplasia 1,0070303,
multiple epiphyseal dysplasia 3,0070304,
multiple epiphyseal dysplasia due to collagen 9 anomaly,0070305,
post-cardiac arrest syndrome,0070306,
craniolenticulosutural dysplasia,0070307,
rippling muscle disease 1,0070308,
absence epilepsy,0070309,
drug-induced hearing loss,0070310,
oligoasthenoteratozoospermia,0070311,
obsolete Peters-Plus Syndrome,0070312,
thiamine deficiency disease,0070313,
obstructive nephropathy,0070314,
hypoplastic right heart syndrome,0070315,
Miura type epiphyseal chondrodysplasia,0070316,
wet beriberi,0070317,
dry beriberi,0070318,
miliaria pustulosa,0070319,
miliaria profunda,0070320,
miliaria crystallina,0070321,
pediatric hepatocellular carcinoma,0070322,
childhood acute myeloid leukemia,0070323,
systemic Epstein-Barr virus-positive T-cell lymphoma of childhood,0070324,
malignant pediatric adrenal gland pheochromocytoma,0070325,
spitzoid melanoma,0070326,
melanoma in congenital melanocytic nevus,0070327,
adult hepatocellular carcinoma,0070328,
mitochondrial DNA depletion syndrome,0070329,
multiple mitochondrial dysfunctions syndrome,0070330,
mitochondrial DNA depletion syndrome 8b,0070331,
multiple mitochondrial dysfunctions syndrome 6,0070332,
breast implant-associated anaplastic large cell lymphoma,0070333,
muscular disease,0080000,
bone disease,0080001,
bone remodeling disease,0080005,
bone development disease,0080006,
bone deterioration disease,0080007,
ischemic bone disease,0080008,
X-linked dominant disease,0080009,
bone structure disease,0080010,
bone resorption disease,0080011,
X-linked recessive disease,0080012,
obsolete mitochondrial disease,0080013,
chromosomal disease,0080014,
physical disorder,0080015,
spina bifida,0080016,
obsolete olivopontocerebellar atrophy V,0080017,
dysbaric osteonecrosis,0080018,
metaphyseal dysplasia,0080019,
Jansen's metaphyseal chondrodysplasia,0080020,
Schmid metaphyseal chondrodysplasia,0080021,
obsolete McKusick type metaphyseal dysplasia,0080022,
Shwachman-Diamond type metaphyseal dysplasia,0080023,
obsolete Pyles dysplasia,0080024,
otospondylomegaepiphyseal dysplasia,0080026,
spondyloepimetaphyseal dysplasia,0080027,
"spondyloepimetaphyseal dysplasia, Strudwick type",0080028,
autosomal recessive spinocerebellar ataxia 16,0080029,
"spondyloepimetaphyseal dysplasia, Missouri type",0080030,
fibrous dysplasia,0080031,
craniodiaphyseal dysplasia,0080032,
craniometaphyseal dysplasia,0080033,
obsolete endosteal hyperostosis,0080034,
SOST-related sclerosing bone dysplasia,0080036,
Worth's syndrome,0080037,
pycnodysostosis,0080038,
axial osteomalacia,0080039,
fibrogenesis imperfecta ossium,0080040,
hypochondroplasia,0080041,
autosomal recessive spinocerebellar ataxia 18,0080042,
achondrogenesis,0080043,
hypochondrogenesis,0080044,
Kniest dysplasia,0080045,
Stickler syndrome,0080046,
pseudoachondroplasia,0080047,
obsolete trichorhinophalangeal syndrome I,0080048,
acromesomelic dysplasia,0080049,
"acromesomelic dysplasia, Maroteaux type",0080050,
"acromesomelic dysplasia, Hunter-Thompson type",0080051,
"acromesomelic dysplasia, Grebe type",0080052,
Albright's hereditary osteodystrophy,0080053,
achondrogenesis type IA,0080054,
achondrogenesis type IB,0080055,
achondrogenesis type II,0080056,
autosomal recessive spinocerebellar ataxia 15,0080057,
autosomal recessive spinocerebellar ataxia 14,0080058,
autosomal recessive spinocerebellar ataxia 7,0080059,
autosomal recessive spinocerebellar ataxia 12,0080060,
autosomal recessive spinocerebellar ataxia 2,0080061,
autosomal recessive spinocerebellar ataxia 13,0080062,
autosomal recessive spinocerebellar ataxia 11,0080063,
autosomal recessive spinocerebellar ataxia 17,0080064,
autosomal recessive spinocerebellar ataxia 19,0080065,
autosomal recessive spinocerebellar ataxia 20,0080066,
Charcot-Marie-Tooth disease type 5,0080067,
Charcot-Marie-Tooth disease type 6,0080068,
Charcot-Marie-Tooth disease type 7,0080069,
inclusion-cell disease,0080070,
pseudo-Hurler polydystrophy,0080071,
neuronal intestinal dysplasia,0080072,
spina bifida occulta,0080073,
neural tube defect,0080074,
Neu-Laxova syndrome 2,0080075,
Neu-Laxova syndrome 1,0080076,
hypophosphatemic nephrolithiasis/osteoporosis 1,0080077,
hypophosphatemic nephrolithiasis/osteoporosis 2,0080078,
nonsyndromic congenital nail disorder 1,0080079,
nonsyndromic congenital nail disorder 2,0080080,
nonsyndromic congenital nail disorder 3,0080081,
nonsyndromic congenital nail disorder 4,0080082,
nonsyndromic congenital nail disorder 5,0080083,
nonsyndromic congenital nail disorder 6,0080084,
nonsyndromic congenital nail disorder 7,0080085,
nonsyndromic congenital nail disorder 8,0080086,
nonsyndromic congenital nail disorder 9,0080087,
nonsyndromic congenital nail disorder 10,0080088,
tubular aggregate myopathy,0080089,
reducing body myopathy,0080090,
spheroid body myopathy,0080091,
myofibrillar myopathy 1,0080092,
myofibrillar myopathy 2,0080093,
myofibrillar myopathy 3,0080094,
myofibrillar myopathy 4,0080095,
myofibrillar myopathy 5,0080096,
myofibrillar myopathy 6,0080097,
myofibrillar myopathy 7,0080098,
"myopathy, lactic acidosis, and sideroblastic anemia",0080099,
congenital myopathy,0080100,
Compton-North congenital myopathy,0080101,
congenital fiber-type disproportion,0080102,
cylindrical spirals myopathy,0080103,
microcephaly and chorioretinopathy 1,0080105,
microcephaly and chorioretinopathy 2,0080106,
microcephaly and chorioretinopathy 3,0080107,
myoglobinuria,0080108,
infantile myofibromatosis,0080109,
multiple pterygium syndrome,0080110,
mitochondrial complex III deficiency nuclear type 1,0080111,
mitochondrial complex III deficiency nuclear type 3,0080112,
mitochondrial complex III deficiency nuclear type 4,0080113,
mitochondrial complex III deficiency nuclear type 5,0080114,
mitochondrial complex III deficiency nuclear type 6,0080115,
mitochondrial complex III deficiency nuclear type 7,0080116,
mitochondrial complex III deficiency nuclear type 8,0080117,
mitochondrial complex III deficiency nuclear type 9,0080118,
mitochondrial DNA depletion syndrome 1,0080119,
mitochondrial DNA depletion syndrome 2,0080120,
mitochondrial DNA depletion syndrome 3,0080121,
mitochondrial DNA depletion syndrome 4a,0080122,
mitochondrial DNA depletion syndrome 4b,0080123,
mitochondrial DNA depletion syndrome 5,0080124,
mitochondrial DNA depletion syndrome 6,0080125,
mitochondrial DNA depletion syndrome 7,0080126,
mitochondrial DNA depletion syndrome 8a,0080127,
mitochondrial DNA depletion syndrome 9,0080128,
mitochondrial DNA depletion syndrome 11,0080129,
mitochondrial DNA depletion syndrome 12a,0080130,
mitochondrial DNA depletion syndrome 13,0080131,
Sengers syndrome,0080132,
multiple mitochondrial dysfunctions syndrome 1,0080133,
multiple mitochondrial dysfunctions syndrome 2,0080134,
multiple mitochondrial dysfunctions syndrome 3,0080135,
multiple mitochondrial dysfunctions syndrome 4,0080136,
multiple endocrine neoplasia type 4,0080137,
multiple congenital anomalies-hypotonia-seizures syndrome 1,0080138,
multiple congenital anomalies-hypotonia-seizures syndrome 2,0080139,
multiple congenital anomalies-hypotonia-seizures syndrome 3,0080140,
mosaic variegated aneuploidy syndrome 1,0080141,
mosaic variegated aneuploidy syndrome 2,0080142,
congenital fibrosis of the extraocular muscles,0080143,
childhood acute lymphocytic leukemia,0080144,
T-cell childhood acute lymphocytic leukemia,0080145,
B-cell childhood acute lymphoblastic leukemia,0080146,
lymphoblastic lymphoma,0080147,
T-cell childhood lymphoblastic lymphoma,0080148,
adult acute monocytic leukemia,0080149,
adrenocorticotropic hormone deficiency,0080150,
medium chain acyl-CoA dehydrogenase deficiency,0080153,
short chain acyl-CoA dehydrogenase deficiency,0080154,
very long chain acyl-CoA dehydrogenase deficiency,0080155,
X-linked adrenal hypoplasia congenita,0080156,
herpes simplex virus keratitis,0080158,
Cryptococcal meningitis,0080159,
Cytomegalovirus retinitis,0080160,
cutaneous candidiasis,0080161,
lupus nephritis,0080162,
otulipenia,0080163,
"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",0080164,
myeloid and lymphoid neoplasms associated with PDGFRA rearrangement,0080165,
myeloid neoplasms associated with PDGFRB rearrangement,0080166,
myeloid and lymphoid neoplasms associated with FGFR1 abnormalities,0080167,
tricuspid atresia,0080169,
normophosphatemic familial tumoral calcinosis,0080170,
esophageal atresia/tracheoesophageal fistula,0080171,
thiopurine S-methyltransferase deficiency,0080172,
bladder exstrophy-epispadias-cloacal exstrophy complex,0080173,
bladder exstrophy,0080174,
cloacal exstrophy,0080175,
meningococcal meningitis,0080176,
hepatic veno-occlusive disease,0080177,
mucositis,0080178,
haemophilus meningitis,0080179,
Zika virus congenital syndrome,0080180,
PHARC syndrome,0080181,
mixed fibrolamellar hepatocellular carcinoma,0080182,
medullary colon carcinoma,0080183,
mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma,0080184,
mucinous bronchioloalveolar adenocarcinoma,0080185,
nonmucinous bronchioloalveolar adenocarcinoma,0080186,
chronic neutrophilic leukemia,0080187,
chronic myelomonocytic leukemia,0080188,
malignant hemangioma,0080189,
malignant epithelioid hemangioendothelioma,0080190,
PTEN hamartoma tumor syndrome,0080191,
relapsed/refractory diffuse large B-cell lymphoma,0080192,
superior semicircular canal dehiscence,0080193,
Carey-Fineman-Ziter syndrome,0080194,
Marinesco-Sjogren syndrome,0080195,
"mandibulofacial dysostosis, Guion-Almeida type",0080196,
congenital muscular dystrophy with cataracts and intellectual disability,0080197,
infantile histiocytoid cardiomyopathy,0080198,
colorectal carcinoma,0080199,
bilateral renal aplasia,0080200,
Peters plus syndrome,0080201,
adenoid cystic carcinoma,0080202,
renal hypoplasia,0080204,
CAKUT,0080205,
CAKUT1,0080206,
CAKUT2,0080207,
non-alcoholic fatty liver disease,0080208,
"sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",0080209,
primary mediastinal B-cell lymphoma,0080210,
nodal marginal zone lymphoma,0080211,
polycystic kidney disease 4,0080212,
punctate palmoplantar keratoderma type II,0080213,
punctate palmoplantar keratoderma type 1A,0080214,
early infantile epileptic encephalopathy 8,0080215,
duodenal atresia,0080216,
lysosomal and lipase deficiency,0080217,
primary spontaneous pneumothorax,0080218,
dystransthyretinemic hyperthyroxinemia,0080219,
major affective disorder 1,0080220,
major affective disorder 2,0080221,
pseudohypoparathyroidism type IB,0080222,
epidermolytic palmoplantar keratoderma,0080223,
autosomal dominant dystrophic epidermolysis bullosa,0080224,
amyotrophic lateral sclerosis type 23,0080225,
autosomal dominant mental retardation 56,0080226,
autosomal dominant mental retardation 55,0080227,
autosomal dominant mental retardation 53,0080228,
obsolete autosomal dominant mental retardation 61,0080229,
autosomal dominant mental retardation 54,0080230,
autosomal dominant mental retardation 52,0080231,
autosomal dominant mental retardation 51,0080232,
autosomal dominant mental retardation 50,0080233,
autosomal dominant mental retardation 49,0080234,
autosomal dominant mental retardation 48,0080235,
autosomal dominant mental retardation 45,0080236,
autosomal dominant mental retardation 46,0080237,
autosomal dominant mental retardation 47,0080238,
autosomal recessive mental retardation 61,0080239,
X-linked mental retardation 106,0080240,
syndromic X-linked mental retardation 35,0080241,
syndromic X-linked mental retardation Hough type,0080242,
amelogenesis imperfecta type 3B,0080243,
Galloway-Mowat syndrome 2,0080244,
Galloway-Mowat syndrome 3,0080245,
Galloway-Mowat syndrome 4,0080246,
Galloway-Mowat syndrome 5,0080247,
erythrokeratodermia variabilis et progressiva 2,0080248,
erythrokeratodermia variabilis et progressiva 3,0080249,
erythrokeratodermia variabilis et progressiva 4,0080250,
erythrokeratodermia variabilis et progressiva 5,0080251,
spastic ataxia 8,0080252,
Meckel syndrome 13,0080253,
orofaciodigital syndrome XVI,0080254,
Meier-Gorlin syndrome 8,0080255,
Perrault syndrome 6,0080256,
autosomal recessive congenital ichthyosis 13,0080257,
autosomal recessive congenital ichthyosis 14,0080258,
autosomal recessive spinocerebellar ataxia 25,0080259,
autosomal recessive spinocerebellar ataxia 26,0080260,
autosomal recessive nonsyndromic deafness 106,0080261,
autosomal recessive nonsyndromic deafness 107,0080262,
autosomal recessive nonsyndromic deafness 108,0080263,
exudative vitreoretinopathy 7,0080264,
nephrotic syndrome type 14,0080265,
primary ciliary dyskinesia 37,0080266,
autosomal dominant nonsyndromic deafness 71,0080267,
autosomal dominant nonsyndromic deafness 72,0080268,
autosomal dominant nonsyndromic deafness 73,0080269,
autosomal dominant nonsyndromic deafness 34,0080270,
nephrotic syndrome type 15,0080271,
nephrotic syndrome type 16,0080272,
polycystic kidney disease 5,0080273,
multiple mitochondrial dysfunctions syndrome 5,0080274,
Joubert syndrome 30,0080275,
Joubert syndrome 29,0080276,
Joubert syndrome 31,0080277,
Joubert syndrome 32,0080278,
Joubert syndrome 33,0080279,
gingival fibromatosis 5,0080280,
schizophrenia 19,0080281,
early infantile epileptic encephalopathy 56,0080282,
early infantile epileptic encephalopathy 55,0080283,
early infantile epileptic encephalopathy 57,0080284,
early infantile epileptic encephalopathy 58,0080285,
spinocerebellar ataxia 44,0080286,
spinocerebellar ataxia 45,0080287,
